id,name,type,level,level_codes,city,state,zip_code,district,latitude,longitude,rating,rating_year,distance
3605242,The Karafin School,private,"9,10,11,12",h,Mount Kisco,NY,10549,,41.204262,-73.727074,,,0.3482603427492015
3607320,Talmud Torah Bais Yechiel-Nitra,private,"PK,KG,1,2,3,4,5,6,7,8,9","p,e,m",Mount Kisco,NY,11211,,41.204262,-73.727074,,,0.3482603427492015
3601714,Mount Kisco Elementary School,public,"KG,1,2,3,4,5",e,Mount Kisco,NY,10549,Bedford Central School District,41.202629,-73.728523,5,2020.0,0.4517340897510781
3601716,West Patent Elementary School,public,"KG,1,2,3,4,5,UG",e,Bedford Hills,NY,10507,Bedford Central School District,41.214245,-73.70285,7,2020.0,1.113519020219469
3615676,The Country Childrens Center,private,"PK,KG","p,e",Bedford Hills,NY,10507,,41.234066,-73.703079,,,2.197748952986939
3608063,Yeshiva and Mesivta Ohel Shmuel,private,"7,8,9,10,11,12","m,h",Bedford Hills,NY,10507,,41.241428,-73.713654,,,2.53695552213951
3601711,Bedford Hills Elementary School,public,"KG,1,2,3,4,5,UG",e,Bedford Hills,NY,10507,Bedford Central School District,41.236546,-73.693375,5,2020.0,2.5906651173773096
3607765,Seven Bridges Middle School,public,"5,6,7,8","e,m",CHAPPAQUA,NY,10514,Chappaqua Central School District,41.207047,-73.77224,9,2020.0,2.6950555507226563
3600514,Horace Greeley High School,public,"9,10,11,12,UG",h,Chappaqua,NY,10514,Chappaqua Central School District,41.174381,-73.755005,9,2020.0,2.7788352368051497
3601712,Fox Lane High School,public,"9,10,11,12,UG",h,Bedford,NY,10549,Bedford Central School District,41.196529,-73.662567,6,2020.0,3.0669941093864566
3601713,Fox Lane Middle School,public,"6,7,8,UG",m,Bedford,NY,10549,Bedford Central School District,41.196529,-73.662567,5,2020.0,3.0669941093864566
3600515,Roaring Brook School,public,"KG,1,2,3,4",e,Chappaqua,NY,10514,Chappaqua Central School District,41.181339,-73.777481,8,2020.0,3.3877989113549654
3614744,Chappaqua Chldrns Wrkshp Dc 5,private,"PK,KG","p,e",Chappaqua,NY,10514,,41.181595,-73.777985,,,3.4022814321398833
3601326,Katonah Elementary School,public,"KG,1,2,3,4,5",e,Katonah,NY,10536,Katonah-Lewisboro Union Free School District,41.249874,-73.692711,8,2020.0,3.415120173487268
3600517,Westorchard School,public,"KG,1,2,3,4",e,Chappaqua,NY,10514,Chappaqua Central School District,41.19202,-73.789978,10,2020.0,3.7248305516547155
3604394,St Patrick's School,private,"PK,KG,1,2,3,4,5,6,7,8,9","p,e,m",Bedford,NY,10506,,41.200134,-73.645668,,,3.903031863993935
3607466,World Cup Nursery School & Kindergarten,private,"PK,KG","p,e",Chappaqua,NY,10514,,41.162823,-73.771332,,,3.939248698224117
3605450,Rippowam Cisqua School,private,"PK,KG,1,2,3,4,5,6,7,8,9","p,e,m",Bedford,NY,10506,,41.204262,-73.643738,,,3.988704872805001
3600513,Douglas G Grafflin School,public,"KG,1,2,3,4",e,Chappaqua,NY,10514,Chappaqua Central School District,41.154274,-73.757622,8,2020.0,4.006480917643258
3611055,Lissie's Playschool Child Care Center,private,"PK,KG","p,e",Katonah,NY,10536,,41.257526,-73.685753,,,4.048358333229771
3601717,Bedford Village Elementary School,public,"KG,1,2,3,4,5,UG",e,BEDFORD,NY,10506,Bedford Central School District,41.205795,-73.64006,6,2020.0,4.179760895770937
3600516,Robert E Bell School,public,"5,6,7,8","e,m",Chappaqua,NY,10514,Chappaqua Central School District,41.156288,-73.771599,9,2020.0,4.293232629525147
3600422,Coman Hill School,public,"KG,1,2",e,Armonk,NY,10504,Byram Hills Central School District,41.145649,-73.685379,,,4.492690792498789
3605738,The Harvey School,private,"6,7,8,9,10,11,12","m,h",Katonah,NY,10536,,41.258198,-73.664391,,,4.686553928939814
3607955,St Patrick School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Yorktown Heights,NY,10598,,41.267807,-73.772728,,,5.115216796947817
3600421,Byram Hills High School,public,"9,10,11,12,UG",h,ARMONK,NY,10504,Byram Hills Central School District,41.134598,-73.689819,10,2020.0,5.123283457815005
3600424,Wampus School,public,"3,4,5,UG",e,Armonk,NY,10504,Byram Hills Central School District,41.128529,-73.709351,9,2020.0,5.3199038115003665
3600423,H C Crittenden Middle School,public,"6,7,8,UG",m,Armonk,NY,10504,Byram Hills Central School District,41.126884,-73.705948,9,2020.0,5.454571439223533
3613177,Soundview Preparatory School,private,"7,8,9,10,11,12","m,h",Yorktown Heights,NY,10598,,41.268482,-73.784973,,,5.5165384567586715
3608056,The Westfield Day School,private,"7,8,9,10,11,12","m,h",Armonk,NY,10504,,41.125034,-73.696556,,,5.667975691898542
3603280,Bedford Road School,public,"KG,1,2,3,4,UG",e,Pleasantville,NY,10570,Pleasantville Union Free School District,41.138615,-73.785019,8,2020.0,5.6882280935041685
3607494,Bright Beginnings Pre School,private,"PK,KG","p,e",Yorktown Heights,NY,10598,,41.276237,-73.780273,,,5.8168739980364625
3603282,Pleasantville Middle School,public,"5,6,7,8,UG","e,m",Pleasantville,NY,10570,Pleasantville Union Free School District,41.134647,-73.784096,6,2020.0,5.884674462823269
3605217,Our Montessori School,private,"PK,KG,1,2,3,4,5,6","p,e",Yorktown Heights,NY,10598,,41.27866,-73.777687,,,5.890092211714118
3607317,Montessori Childrens Room,private,"PK,KG,1","p,e",Armonk,NY,10504,,41.118484,-73.718575,,,5.983275131420333
3603281,Pleasantville High School,public,"9,10,11,12,UG",h,Pleasantville,NY,10570,Pleasantville Union Free School District,41.132889,-73.784653,9,2020.0,6.001588850087614
3607421,The Seed Day Care Center,private,UG,"e,m,h",Yorktown Heights,NY,10598,,41.2789,-73.789299,,,6.230030322989548
3612985,The Seed Day Care Center,private,"PK,KG","p,e",Yorktown Heights,NY,10598,,41.279114,-73.789154,,,6.23782544397082
3603146,Brookside School,public,"1,2,3,UG",e,OSSINING,NY,10562,Ossining Union Free School District,41.174435,-73.834023,,,6.272580685249855
3600319,Todd Elementary School,public,"KG,1,2,3,4,5",e,Briarcliff Manor,NY,10510,Briarcliff Manor Union Free School District,41.147865,-73.817368,9,2020.0,6.404723675544012
3604185,Brookside School,public,"PK,KG,1,2,3,UG","p,e",Yorktown Heights,NY,10598,Yorktown Central School District,41.286362,-73.781158,5,2020.0,6.441405172306659
3600318,Briarcliff High School,public,"9,10,11,12,UG",h,Briarcliff Manor,NY,10510,Briarcliff Manor Union Free School District,41.134243,-73.812683,8,2020.0,6.852345682080853
3600320,Briarcliff Middle School,public,"6,7,8",m,Briarcliff Manor,NY,10510,Briarcliff Manor Union Free School District,41.134243,-73.812683,7,2020.0,6.852345682080853
3601741,Westlake High School,public,"9,10,11,12",h,Thornwood,NY,10594,Mount Pleasant Central School District,41.110928,-73.764702,7,2020.0,6.899686206767992
3601742,Westlake Middle School,public,"6,7,8",m,Thornwood,NY,10594,Mount Pleasant Central School District,41.110928,-73.764702,6,2020.0,6.899686206767992
3604332,John F Kennedy Catholic High School,private,"9,10,11,12",h,Somers,NY,10589,,41.302849,-73.68895,,,6.951421700821455
3604391,St Theresa School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Briarcliff Manor,NY,10510,,41.151524,-73.834427,,,6.986643593025713
3607513,Noah's Ark Christian Academy,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Ossining,NY,10562,,41.167198,-73.845703,,,7.018363428486212
3606439,Roosevelt School,public,"4,5,6,UG",e,Ossining,NY,10562,Ossining Union Free School District,41.166576,-73.84655,5,2020.0,7.075320317645743
0901335,Whitby School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Greenwich,CT,06831,,41.114079,-73.655113,,,7.147008090273031
3601739,Columbus Elementary School,public,"3,4,5,7","e,m",Thornwood,NY,10594,Mount Pleasant Central School District,41.108791,-73.773804,6,2020.0,7.207784557644749
3613443,EF Academy New York,private,"9,10,11,12",h,Thornwood,NY,10594,,41.106934,-73.768387,,,7.224353461667516
3601323,Increase Miller Elementary School,public,"KG,1,2,3,4,5,UG",e,GOLDENS BRIDGE,NY,10526,Katonah-Lewisboro Union Free School District,41.293827,-73.646584,9,2020.0,7.234439894615185
3603671,Primrose School,public,"KG,1,2",e,LINCOLNDALE,NY,10540,Somers Central School District,41.30983,-73.715332,,,7.243214609715785
3604459,St Augustine School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Ossining,NY,10562,,41.167747,-73.850731,,,7.248007257633564
3604187,Mildred E Strang Middle School,public,"6,7,8,UG",m,Yorktown Heights,NY,10598,Yorktown Central School District,41.291058,-73.80101,7,2020.0,7.266934271191917
0901419,The Canaan Ridge School,private,"PK,KG,1,2,3,4","p,e",Stamford,CT,06903,,41.156651,-73.596321,,,7.270883405619696
3601324,John Jay Middle School,public,"6,7,8,UG",m,Cross River,NY,10518,Katonah-Lewisboro Union Free School District,41.270229,-73.61039,7,2020.0,7.2784507934929845
0900338,Parkway School,public,"PK,KG,1,2,3,4,5","p,e",Greenwich,CT,06831,Greenwich School District,41.111744,-73.653343,8,2020.0,7.332747585966918
3603674,Somers Senior High School,public,"9,10,11,12,UG",h,LINCOLNDALE,NY,10540,Somers Central School District,41.312,-73.71431,7,2020.0,7.395150185790448
3601325,John Jay High School,public,"9,10,11,12,UG",h,Cross River,NY,10518,Katonah-Lewisboro Union Free School District,41.27343,-73.610847,9,2020.0,7.398893335156027
3604189,Yorktown High School,public,"9,10,11,12,UG",h,Yorktown Heights,NY,10598,Yorktown Central School District,41.29266,-73.803123,9,2020.0,7.420650701529819
3603147,Claremont School,public,"3,4,5,UG",e,Ossining,NY,10562,Ossining Union Free School District,41.172726,-73.857224,4,2020.0,7.453976164141822
3601715,Pound Ridge Elementary School,public,"KG,1,2,3,4,5",e,Pound Ridge,NY,10576,Bedford Central School District,41.208427,-73.576881,7,2020.0,7.467132489094909
0901302,The Long Ridge School,private,"PK,KG,1,2,3,4,5","p,e",Stamford,CT,06903,,41.140408,-73.600937,,,7.655207103533126
3603145,Anne M Dorner Middle School,public,"6,7,8,9,UG",m,Ossining,NY,10562,Ossining Union Free School District,41.171787,-73.860992,3,2020.0,7.660386866665839
3604188,Mohansic School,public,"KG,1,2,3",e,Yorktown Heights,NY,10598,Yorktown Central School District,41.297646,-73.804321,10,2020.0,7.738959449215207
3605801,Cardinal Mccloskey School,private,"8,9,10,11","m,h",Ossining,NY,10562,,41.168594,-73.863914,,,7.873438179626431
3603148,Ossining High School,public,"9,10,11,12,UG",h,Ossining,NY,10562,Ossining Union Free School District,41.159351,-73.860008,5,2020.0,7.914325748443462
3600660,Carrie E Tompkins School,public,"KG,1,2,3,4",e,CROTON ON HUDSON,NY,10520,Croton-Harmon Union Free School District,41.210083,-73.875244,7,2020.0,8.053235487839736
3605567,Ives School,private,"5,6,7,8,9,10,11,12","e,m,h",Lincolndale,NY,10540,,41.3228,-73.710098,,,8.15224253420657
3611844,Ossining Children's Center,private,"PK,KG","p,e",Ossining,NY,10562,,41.154499,-73.862648,,,8.178151913206657
3603908,Kensico School,public,"3,4,5,UG",e,Valhalla,NY,10595,Valhalla Union Free School District,41.093262,-73.774078,5,2020.0,8.213375048156388
3603149,Park School,public,"PK,KG,1,UG","p,e",Ossining,NY,10562,Ossining Union Free School District,41.154491,-73.863503,,,8.218607627971714
3601740,Hawthorne Elementary School,public,"KG,1,2",e,Hawthorne,NY,10532,Mount Pleasant Central School District,41.102383,-73.800644,,,8.230372699367443
3613708,Lincoln Hall Ives School,private,"6,7,8,9,10","m,h",Lincolndale,NY,10540,,41.32513,-73.719063,,,8.295762237936048
0901310,The Mead School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Stamford,CT,06903,,41.125267,-73.600235,,,8.33717797357923
3603905,Valhalla Middle School,public,"6,7,8,9,UG",m,Valhalla,NY,10595,Valhalla Union Free School District,41.091167,-73.776009,7,2020.0,8.383781550200704
3603907,Valhalla High School,public,"9,10,11,12,UG",h,Valhalla,NY,10595,Valhalla Union Free School District,41.091167,-73.776009,6,2020.0,8.383781550200704
3603672,Somers Intermediate School,public,"3,4,5,UG",e,SOMERS,NY,10589,Somers Central School District,41.325314,-73.697205,7,2020.0,8.395490076677396
3600661,Croton-Harmon High School,public,"9,10,11,12,UG",h,CROTON ON HUDSON,NY,10520,Croton-Harmon Union Free School District,41.206871,-73.882072,8,2020.0,8.401834913691326
3604186,Crompond School,public,"4,5,UG",e,Yorktown Heights,NY,10598,Yorktown Central School District,41.304558,-73.815163,6,2020.0,8.452848372624803
3600662,Pierre Van Cortlandt School,public,"5,6,7,8","e,m",Croton-on-Hudson,NY,10520,Croton-Harmon Union Free School District,41.205101,-73.883163,6,2020.0,8.457739197434973
3603673,Somers Middle School,public,"6,7,8,UG",m,SOMERS,NY,10589,Somers Central School District,41.326363,-73.694611,4,2020.0,8.487484310338399
3609348,Accent Of Learning Child Care,private,"PK,KG","p,e",Briarcliff Manor,NY,10510,,41.142258,-73.861382,,,8.5175494302012
3613707,Holy Name Of Mary Montessori School,private,"PK,KG","p,e",Croton-on-Hudson,NY,10520,,41.208237,-73.88472,,,8.541277790895647
3601396,Walter Panas High School,public,"9,10,11,12",h,CORTLANDT MANOR,NY,10567,Lakeland Central School District,41.279408,-73.858864,8,2020.0,8.83660506791604
3607510,Croton Montessori School,private,"PK,KG","p,e",Croton-on-Hudson,NY,10520,,41.208427,-73.891251,,,8.880984130140305
3607539,Westchester Exceptional Childrens School,private,UG,"e,m,h",North Salem,NY,10560,,41.330162,-73.658203,,,9.228084804951099
3603283,Pocantico Hills Central School,public,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",SLEEPY HOLLOW,NY,10591,Pocantico Hills Central School District,41.099438,-73.8293,7,2020.0,9.237378676973169
3608564,Hawthorne Country Day School,private,UG,"e,m,h",Hawthorne,NY,10532,,41.084789,-73.798363,,,9.246348813799445
3601394,Thomas Jefferson Elementary School,public,"KG,1,2,3,4,5",e,Yorktown Heights,NY,10598,Lakeland Central School District,41.331402,-73.789429,10,2020.0,9.435069655883778
3601390,Lakeland-Copper Beech Middle School,public,"6,7,8,UG",m,Yorktown Heights,NY,10598,Lakeland Central School District,41.321438,-73.815781,5,2020.0,9.442234704910089
3601122,Blue Mountain Middle School,public,"6,7,8,UG",m,CORTLANDT MANOR,NY,10567,Hendrick Hudson Central School District,41.261192,-73.886414,6,2020.0,9.454819366945456
0901219,Convent of the Sacred Heart,private,"PK,KG,1,2,3,4,5,6,7,8,9,10,11,12","p,e,m,h",Greenwich,CT,06831,,41.069199,-73.697304,,,9.46477127269564
3601125,Furnace Woods Elementary School,public,"KG,1,2,3,4,5",e,CORTLANDT MANOR,NY,10567,Hendrick Hudson Central School District,41.259586,-73.889954,5,2020.0,9.578796898107298
0900873,Scofield Middle School,public,"6,7,8",m,Stamford,CT,06903,Stamford School District,41.137478,-73.557663,5,2020.0,9.6696229510234
3601389,Benjamin Franklin Elementary School,public,"KG,1,2,3,4,5",e,Yorktown Heights,NY,10598,Lakeland Central School District,41.323872,-73.820419,8,2020.0,9.712388308250587
0901326,Villa Maria Education Center,private,"KG,1,2,3,4,5,6,7,8","e,m",Stamford,CT,06903,,41.141987,-73.552399,,,9.767022506120522
3613197,The Garden Road School,private,"PK,KG,1,2","p,e",Crompond,NY,10517,,41.297783,-73.86322,,,9.799485503374054
0901257,Bi-Cultural Hebrew Academy,private,"PK,KG,1,2,3,4,5,6,7,8,9,10,11,12","p,e,m,h",Stamford,CT,06903,,41.14455,-73.548721,,,9.862035989908907
3615555,Early Childhood Center Jfc,private,"PK,KG","p,e",South Salem,NY,10590,,41.272316,-73.552902,,,9.868048392508731
3601393,Lincoln Titus Elementary School,public,"PK,KG,1,2,3,4,5","p,e",Crompond,NY,10517,Lakeland Central School District,41.295708,-73.868462,4,2020.0,9.916067145537923
3605449,"Cerebral Palsy of Westchester, Inc",private,UG,"e,m,h",Rye Brook,NY,10573,,41.062401,-73.694702,,,9.948171300036039
3607240,Holy Communion Parish Day School,private,"PK,KG","p,e",Mahopac,NY,10541,,41.348328,-73.755547,,,10.064550064001391
3611201,Kidz Country Learning Dcc,private,"PK,KG","p,e",Mahopac,NY,10541,,41.348343,-73.755554,,,10.06563560217232
3613744,Thistlewaithe Learning Center,private,"PK,KG","p,e",South Salem,NY,10590,,41.266636,-73.54303,,,10.153149738402078
3607327,Kiddie Connection of Mahopac 2,private,"PK,KG","p,e",Mahopac,NY,10541,,41.350201,-73.753502,,,10.173399033144022
3611197,Little People Of Mahopac,private,"PK,KG","p,e",Mahopac,NY,10541,,41.35223,-73.751846,,,10.297648725564516
3601392,Lakeland High School,public,"9,10,11,12,UG",h,Shrub Oak,NY,10588,Lakeland Central School District,41.325474,-73.837677,7,2020.0,10.308662557321636
3603906,Virginia Road Elementary School,public,"KG,1,2",e,White Plains,NY,10603,Valhalla Union Free School District,41.061798,-73.777664,,,10.337015795294965
3601328,Meadow Pond Elementary School,public,"KG,1,2,3,4,5",e,South Salem,NY,10590,Katonah-Lewisboro Union Free School District,41.240986,-73.523804,9,2020.0,10.516993922974637
3604333,St Elizabeth Ann Seton School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Shrub Oak,NY,10588,,41.328068,-73.840805,,,10.549194079560564
0901404,The Children's School,private,"PK,KG,1,2","p,e",Stamford,CT,06903,,41.123871,-73.548271,,,10.568537412852473
0901220,Greenwich Catholic School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Greenwich,CT,06830,,41.069847,-73.625153,,,10.57770825307269
3611957,Bright Horizons-Bellefair,private,"PK,KG","p,e",Port Chester,NY,10573,,41.052238,-73.693062,,,10.655486099891881
0900883,Northeast School,public,"KG,1,2,3,4,5",e,Stamford,CT,06903,Stamford School District,41.12241,-73.546806,3,2020.0,10.686882821529322
3601395,Van Cortlandtville School,public,"KG,1,2,3,4,5,UG",e,MOHEGAN LAKE,NY,10547,Lakeland Central School District,41.313244,-73.871681,5,2020.0,10.84226763766513
3603834,Sleepy Hollow High School,public,"9,10,11,12,UG",h,Sleepy Hollow,NY,10591,Union Free School District of the Tarrytowns,41.085503,-73.858475,5,2020.0,10.945956106229882
0901808,The Stanwich School,private,"PK,KG,1,2,3,4,5,6,7,8,9,10,11,12","p,e,m,h",Greenwich,CT,06830,,41.072765,-73.60379,,,10.973689835584775
3601391,George Washington Elementary School,public,"KG,1,2,3,4,5",e,Mohegan Lake,NY,10547,Lakeland Central School District,41.324699,-73.859642,9,2020.0,10.98050132352393
3608834,Sleepy Hollow Middle School,public,"6,7,8,UG",m,NORTH TARRYTOWN,NY,10591,Union Free School District of the Tarrytowns,41.083679,-73.857155,6,2020.0,10.996901835535065
3614851,Rshm Life Center,private,"PK,KG","p,e",Sleepy Hollow,NY,10591,,41.085075,-73.85981,,,11.01390880733717
3604090,George Washington School,public,"KG,1,2,3,4,5",e,White Plains,NY,10604,White Plains City School District,41.048607,-73.76387,6,2020.0,11.04407023997415
3603836,W L Morse School,public,"1,2",e,Sleepy Hollow,NY,10591,Union Free School District of the Tarrytowns,41.085281,-73.861801,,,11.07172629773696
3603833,John Paulding School,public,"KG,1",e,TARRYTOWN,NY,10591,Union Free School District of the Tarrytowns,41.082088,-73.857285,,,11.085370400288316
3605831,NY School for the Deaf,private,"PK,KG,1,2,3,4,5,6,7,8,9,10,11,12","p,e,m,h",White Plains,NY,10603,,41.0555,-73.797997,,,11.0941168429294
0900563,West School,public,"PK,KG,1,2,3,4","p,e",New Canaan,CT,06840,New Canaan School District,41.139191,-73.524841,10,2020.0,11.145822511091504
3613152,Ohr Hameir Seminary - Tifereth,private,"9,10,11,12",h,Peekskill,NY,10566,,41.289761,-73.90432,,,11.201360806293263
3601532,Mahopac High School,public,"9,10,11,12,UG",h,Mahopac,NY,10541,Mahopac Central School District,41.36536,-73.757072,7,2020.0,11.237014552549493
0900890,Westhill High School,public,"9,10,11,12",h,Stamford,CT,06902,Stamford School District,41.091682,-73.564568,3,2020.0,11.276593510383139
3607612,Pine Grove Country Day School,private,"PK,KG","p,e",Mahopac,NY,10541,,41.365875,-73.761803,,,11.316094175251965
3605390,Mohawk Country Day School,private,"PK,KG,1","p,e",White Plains,NY,10603,,41.048103,-73.785294,,,11.358130040886326
3605170,Hackley School,private,"KG,1,2,3,4,5,6,7,8,9,10,11,12","e,m,h",Tarrytown,NY,10591,,41.069717,-73.844795,,,11.371858028757131
3601754,Lakewood Elementary School,public,"KG,1,2,3,4,5",e,Congers,NY,10920,Clarkstown Central School District,41.160519,-73.931152,7,2020.0,11.38026768737495
3606245,Mahopac Falls School,public,"6,7,8",m,Mahopac,NY,10541,Mahopac Central School District,41.367355,-73.759277,,,11.392583295015347
0900348,North Street School,public,"PK,KG,1,2,3,4,5","p,e",Greenwich,CT,06830,Greenwich School District,41.057983,-73.618942,9,2020.0,11.453931425304784
0900885,Roxbury School,public,"PK,KG,1,2,3,4,5","p,e",Stamford,CT,06902,Stamford School District,41.08876,-73.563461,3,2020.0,11.458894329352406
3601533,Mahopac Middle School,public,"6,7,8,UG",m,Mahopac,NY,10541,Mahopac Central School District,41.3694,-73.756516,4,2020.0,11.507485677358419
3606442,Putnam Valley High School,public,"9,10,11,12,UG",h,Putnam Valley,NY,10579,Putnam Valley Central School District,41.336506,-73.857803,6,2020.0,11.547387127642388
3601531,Lakeview Elementary School,public,"KG,1,2,3,4,5",e,Mahopac,NY,10541,Mahopac Central School District,41.372402,-73.724525,4,2020.0,11.563562081350119
0901337,Ridgefield Academy,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Ridgefield,CT,06877,,41.296917,-73.534065,,,11.576965091279655
3604420,Our Lady Of Mount Carmel School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Elmsford,NY,10523,,41.053951,-73.817001,,,11.587205313979645
3603327,Putnam Valley Middle School,public,"5,6,7,8","e,m",Putnam Valley,NY,10579,Putnam Valley Central School District,41.337006,-73.858345,6,2020.0,11.591922154423552
0901287,New Canaan Country School,private,"PK,KG,1,2,3,4,5,6,7,8,9","p,e,m",New Canaan,CT,06840,,41.130424,-73.520836,,,11.593395429182149
3607661,Mount Airy Nursery School,private,"PK,KG","p,e",Montrose,NY,10548,,41.247799,-73.936401,,,11.603426870642624
3601087,Samuel J Preston School,public,"KG,1,2,3,4,5",e,WEST HARRISON,NY,10604,Harrison Central School District,41.038059,-73.746483,7,2020.0,11.618537412852474
3604096,Church Street School,public,"KG,1,2,3,4,5,UG",e,White Plains,NY,10603,White Plains City School District,41.041306,-73.771782,4,2020.0,11.625994507065007
3603837,Washington Irving Interm School,public,"3,4,5,UG",e,Tarrytown,NY,10591,Union Free School District of the Tarrytowns,41.073353,-73.860191,4,2020.0,11.648568978587495
0901298,St. Luke's School,private,"5,6,7,8,9,10,11,12","e,m,h",New Canaan,CT,06840,,41.192139,-73.496826,,,11.660642250860601
3601126,Hendrick Hudson High School,public,"9,10,11,12,UG",h,Montrose,NY,10548,Hendrick Hudson Central School District,41.254578,-73.935028,6,2020.0,11.662570370462426
3603203,Hillcrest School,public,"4,5,UG",e,Peekskill,NY,10566,Peekskill City School District,41.296658,-73.909248,2,2020.0,11.671352852722235
3601086,Purchase School,public,"KG,1,2,3,4,5,UG",e,PURCHASE,NY,10577,Harrison Central School District,41.036167,-73.7136,8,2020.0,11.67550983633042
3600823,Carl L Dixson Elementary School,public,"PK,KG,1","p,e",Elmsford,NY,10523,Elmsford Union Free School District,41.05246,-73.817825,,,11.698657834888836
3606076,Hudson Valley Christian Academy,private,"PK,KG,1,2,3,4,5","p,e",Mahopac Falls,NY,10542,,41.371613,-73.762863,,,11.715796537711112
3603205,Peekskill High School,public,"9,10,11,12,UG",h,Peekskill,NY,10566,Peekskill City School District,41.288078,-73.917702,3,2020.0,11.742616849143127
3601124,Frank G Lindsey Elementary School,public,"KG,1,2,3,4,5,UG",e,Montrose,NY,10548,Hendrick Hudson Central School District,41.253231,-73.93718,4,2020.0,11.742920700411348
0900342,Glenville School,public,"KG,1,2,3,4,5",e,Greenwich,CT,06831,Greenwich School District,41.040733,-73.66227,8,2020.0,11.751569587532778
3605454,Good Counsel Academy Elementary School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",White Plains,NY,10603,,41.038322,-73.766113,,,11.763631675096624
3601014,Richard J Bailey School,public,"4,5,6,UG",e,White Plains,NY,10607,Greenburgh Central School District,41.042774,-73.790146,4,2020.0,11.78550710229038
3603207,Woodside School,public,"KG,1,2",e,Peekskill,NY,10566,Peekskill City School District,41.283463,-73.922112,,,11.793568792175675
3604320,Academy of Our Lady of Good Counsel,private,"9,10,11,12",h,White Plains,NY,10603,,41.037701,-73.7658,,,11.802389178172419
0900889,Turn of River School,public,"6,7,8",m,Stamford,CT,06905,Stamford School District,41.099064,-73.542206,3,2020.0,11.817228801869089
0901279,King Low Heywood Thomas School,private,"PK,KG,1,2,3,4,5,6,7,8,9,10,11,12","p,e,m,h",Stamford,CT,06905,,41.109234,-73.531822,,,11.838250462922689
3600821,Alexander Hamilton High School,public,"7,8,9,10,11,12","m,h",Elmsford,NY,10523,Elmsford Union Free School District,41.049374,-73.817184,5,2020.0,11.877072588763095
0901740,Grace Christian School,private,"PK,KG,1,2,3,4,5","p,e",Stamford,CT,06905,,41.092052,-73.547783,,,11.90336100513254
3600822,Alice E Grady Elementary School,public,"2,3,4,5,6",e,Elmsford,NY,10523,Elmsford Union Free School District,41.049286,-73.818428,7,2020.0,11.910151987771386
3608489,Assumption School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Peekskill,NY,10566,,41.289345,-73.920494,,,11.911853927697068
3612017,Pine Grove Child Care Center-Putnam Valley,private,"PK,KG","p,e",Putnam Valley,NY,10579,,41.335014,-73.871689,,,11.928455764474878
3605452,Ohr Hameir Seminary - Tifereth Israel High School,private,"9,10,11,12",h,Peekskill,NY,10567,,41.290092,-73.920418,,,11.933680266444629
0900877,Davenport Ridge School,public,"PK,KG,1,2,3,4,5","p,e",Stamford,CT,06905,Stamford School District,41.104813,-73.5336,6,2020.0,11.93660133967962
3604243,Transfiguration School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Tarrytown,NY,10591,,41.067875,-73.860596,,,11.959639355263649
3603089,Liberty Elementary School,public,"KG,1,2,3,4,5,UG",e,Valley Cottage,NY,10989,Nyack Union Free School District,41.129936,-73.927628,5,2020.0,11.960632308896814
3605570,Keio Academy Of New York,private,"9,10,11,12",h,Harrison,NY,10577,,41.031647,-73.719009,,,11.9825878931736
3610366,International Pre-School Center,private,"PK,KG","p,e",Cortlandt,NY,10567,,41.318165,-73.895729,,,11.996994420072825
3615372,Mothers Helper's Child Care Center,private,"PK,KG","p,e",Peekskill,NY,10566,,41.302872,-73.911438,,,12.003068959946312
3603208,Peekskill Middle School,public,"6,7,8,UG",m,Peekskill,NY,10566,Peekskill City School District,41.286758,-73.9245,7,2020.0,12.008975729180907
0901672,Greenwich Country Day School,private,"PK,KG,1,2,3,4,5,6,7,8,9","p,e,m",Greenwich,CT,06830,,41.049911,-73.61615,,,12.016636633651062
3614266,Fusion Academy Westchester,private,"6,7,8,9,10,11,12","m,h",White Plains,NY,10601,,41.034004,-73.764091,,,12.03569040724769
3604239,St Columbanus School,private,"PK,KG,1,2,3,4,5,6,7,8","p,e,m",Cortlandt,NY,10567,,41.312656,-73.903168,,,12.054672101606869
3612018,St Luke's Nursery School,private,"PK,KG","p,e",Putnam Valley,NY,10579,,41.335926,-73.874023,,,12.055752047423166
3603040,Pequenakonck Elementary School,public,"KG,1,2,3,4,5,UG",e,North Salem,NY,10560,North Salem Central School District,41.34967,-73.589455,5,2020.0,12.08696857096698
