enrollment,percent-reduced-lunch,percent-disadvantaged,percent-limited-english,average-salary,student-teacher-ratio,student-counselor-ratio,percentage-female,teachers-experience,percentage-certified,Universal_ID,Hispanic,White,African American,Asian,Native Hawaiian or Other Pacific Islander,Two or more races,Native American,Asian or Pacific Islander
340.0,,,,,,,56.1765,,,3607264,0.0,58.641970679014655,6.48147675926162,33.641983179008406,0.0,1.2345693827153084,0.0,
376.0,71.010638,,13.3929,98851.34,11.26,394.0,51.063829,8.571428,97.142857,3601728,17.553191,1.329787,77.659574,,0.265957,2.127659,0.0,1.063829
262.0,,,,,,,57.6336,,,3605779,8.62069,4.31034,86.2069,0.862069,0.0,0.0,0.0,
19.0,,,,,,,63.1579,,,3607590,0.0,25.0,62.5,0.0,0.0,12.5,0.0,
80.0,78.75,,1.0,150650.44,14.33,129.0,33.75,0.0,100.0,3601723,11.25,2.5,86.25,,0.0,0.0,0.0,0.0
490.0,84.693877,,,,,,48.979591,,,3618403,28.571428,4.897959,62.857142,,0.0,0.204081,0.204081,3.265306
112.0,,,,,,,9.82143,,,3607998,0.0,99.0099,0.0,0.990099,0.0,0.0,0.0,
531.0,81.355932,,23.1449,105581.6,11.6,522.0,48.58757,13.333333,97.777777,3601725,55.178907,6.967984,34.086629,,0.0,2.259887,0.0,1.506591
673.0,74.888558,,8.42105,108265.88,12.42,646.0,53.046062,3.846153,100.0,3601729,34.918276,13.521545,47.994056,,0.0,1.634472,0.148588,1.78306
331.0,20.543806,,4.38144,103222.71,10.83,,52.567975,0.0,100.0,3603772,20.241691,54.682779,7.854984,,0.906344,6.042296,0.0,10.271903
317.0,7.25552,,,53751.96551724138,8.0,312.0,47.949526,2.564102,100.0,3400798,14.826498,70.031545,1.261829,,0.946372,3.470031,,9.463722
415.0,,,,,,,100.0,,,3607985,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
826.0,78.450363,,27.3697,116119.84,14.05,,47.336561,0.0,100.0,3601780,85.472154,4.116222,8.474576,,0.0,0.24213,0.121065,1.573849
350.0,2.571428,,,119051.77,10.44,109.67,48.571428,28.571428,100.0,3401500,9.428571,77.714285,,,0.571428,2.285714,,10.0
394.0,,,,,,,57.868,,,3402346,8.33333,51.6667,9.44444,8.61111,0.0,21.9444,0.0,
1451.0,26.326671,,1.20321,90854.38,10.57,215.0,49.414197,1.404494,100.0,3603771,20.88215,61.819434,7.236388,,0.068917,2.205375,0.137835,7.649896
318.0,,,,,,,48.4277,,,3604245,15.277793888882444,79.51386819445273,1.3888894444442221,2.7777788888884443,1.0416695833321667,0.0,0.0,
292.0,,,,,,,42.8082,,,3607969,20.20549353424207,41.43838673971624,37.671187945219856,0.68493178082183,0.0,0.0,0.0,
1016.0,72.834645,,35.1695,91325.83,17.98,,52.460629,15.34296,100.0,3604153,86.712598,3.346456,7.381889,,0.0,0.295275,0.984251,1.279527
255.0,37.254901,,2.60417,110392.24,8.35,,53.72549,0.0,100.0,3603766,28.235294,42.745098,7.843137,,0.0,5.098039,0.0,16.078431
625.0,68.32,,14.9278,92281.84,18.06,,51.04,5.882352,100.0,3604173,60.48,8.16,24.48,,0.0,1.92,0.64,4.32
547.0,52.285191,,11.5865,94154.5,18.4,,50.639853,6.666666,100.0,3604166,63.985374,17.733089,12.431444,,0.0,1.645338,0.182815,4.021937
1209.0,2.564102,,,108661.44,12.09,84.24,49.793217,0.997008,100.0,3401515,7.526881,82.382133,1.240694,,0.248138,0.909842,0.082712,7.609594
358.0,0.837988,,,99796.35,12.32,382.0,44.972067,9.677419,100.0,3401747,3.631284,74.581005,0.837988,,0.279329,2.234636,0.279329,18.156424
284.0,,,,,,,76.0563,,,3605313,31.034490689652795,2.586209224137233,56.03448318965505,6.034478189656544,0.0,4.3103387068983885,0.0,
475.0,,,,,,,0.0,,,3402359,10.947392336825365,72.42104930526548,5.473676168426683,5.473676168426683,0.0,5.684206021055786,0.0,
817.0,57.160342,,15.1515,120543.18,14.13,848.0,48.347613,0.0,100.0,3601787,52.019583,12.239902,25.703794,,0.0,1.713586,0.122399,8.200734
1200.0,39.166666,,9.83607,104023.44,17.15,304.0,60.166666,4.231311,100.0,3604181,49.583333,20.25,13.333333,,0.0,1.5,0.5,14.833333
587.0,57.410562,,8.45361,101031.7,13.73,407.75,48.892674,9.090909,100.0,3607926,51.44804,16.013628,24.531516,,0.0,1.022146,0.170357,6.81431
309.0,0.970873,,,67145.96,9.34,310.0,48.867313,3.012048,100.0,3400391,4.854368,63.106796,,,,2.265372,,29.773462
1128.0,62.234042,,11.841,115472.46,13.99,396.33,48.404255,0.0,100.0,3601784,66.400709,11.79078,17.464539,,0.354609,0.0,0.0,3.989361
384.0,64.583333,,22.191,97507.36,17.43,,52.34375,18.348623,100.0,3613601,75.78125,3.125,16.40625,,0.0,1.041666,0.0,3.645833
566.0,73.144876,,16.2295,86660.85,15.86,574.0,49.293286,6.906077,100.0,3604169,80.035335,3.886925,13.780918,,0.0,1.236749,0.176678,0.883392
1156.0,61.418685,,10.8175,101295.28,14.51,287.0,49.048442,7.585335,100.0,3604155,67.560553,10.467128,18.079584,,0.0,0.519031,0.0,3.373702
135.0,0.0,,,111899.77,5.69,165.0,51.851851,7.692307,100.0,3400035,5.925925,68.148148,2.962962,,,17.777777,,5.185185
423.0,86.997635,,21.6495,104205.76,11.32,419.0,45.153664,18.918918,97.297297,3601727,47.044917,4.255319,47.51773,,0.0,0.472813,0.0,0.709219
327.0,,,,,,,74.0061,,,3613698,0.921659,0.0,95.8525,0.0,0.0,3.22581,0.0,
354.0,54.237288,,1.0,63917.44,10.41,354.0,45.762711,20.588235,55.882352,3613602,9.887005,0.847457,87.570621,,0.847457,0.564971,0.282485,0.0
167.0,,,,,,,38.9222,,,3605163,10.7784,34.7305,7.78443,44.9102,0.0,1.79641,0.0,
331.0,2.719033,,0.0,103947.28,12.05,,45.92145,0.0,100.0,3603210,9.365558,76.435045,2.114803,,0.0,8.157099,0.0,3.927492
1038.0,0.770712,,,99657.87,10.59,144.14,50.674373,4.197271,100.0,3401430,1.156069,62.813102,1.445086,,0.289017,4.142581,0.289017,29.865125
634.0,68.454258,,11.041,74725.05,14.66,,47.160883,3.40909,100.0,3606450,76.656151,5.047318,16.246056,,0.0,0.630914,0.473186,0.946372
696.0,8.620689,,1.0,99541.91,12.5,240.0,48.275862,0.0,100.0,3603212,16.091954,67.672413,5.890804,,0.0,5.747126,0.0,4.597701
443.0,74.717832,,3.09091,90639.12,11.24,236.0,49.887133,28.571428,92.857142,3601726,12.415349,2.934537,80.361173,,0.0,0.451467,0.6772,3.16027
163.0,0.0,,,64679.07,8.77,232.0,41.717791,5.656108,100.0,3400390,3.067484,61.96319,,,,3.680981,,31.288343
686.0,76.093294,,4.02597,98383.38,16.5,330.0,57.580174,16.666666,98.333333,3608990,19.6793,3.352769,75.947521,,0.145772,0.728862,0.145772,0.0
909.0,10.561056,,0.595238,101572.27,12.3,148.67,50.165016,0.0,100.0,3603213,16.831683,66.886688,4.840484,,0.220022,5.720572,0.110011,5.390539
48.0,,,,,,,85.4167,,,3403930,16.6667,83.3333,0.0,0.0,0.0,0.0,0.0,
441.0,78.911564,,5.39216,101995.03,10.43,386.0,44.671201,21.621621,97.297297,3601737,19.501133,1.360544,75.963718,,0.226757,0.907029,0.0,2.040816
50.0,,,,,,,70.0,,,3605927,0.0,90.0,0.0,0.0,0.0,10.0,0.0,
434.0,83.870967,,9.90566,83979.56,10.63,436.0,51.382488,34.146341,97.560975,3601735,17.97235,2.304147,76.497695,,0.230414,1.612903,0.0,1.382488
594.0,,,,,,,100.0,,,3402485,7.575754696971712,69.36025144782398,6.06060575757597,12.626291161596189,0.0,4.208747053877063,0.1683498821550825,
531.0,7.344632,,,74862.97,8.32,270.5,48.399246,16.923076,100.0,3400797,13.747645,76.647834,1.318267,,0.376647,1.883239,,6.026365
555.0,67.027027,,25.7377,113531.71,11.6,,52.072072,0.0,100.0,3601785,68.108108,13.333333,12.792792,,0.18018,0.72072,0.18018,4.684684
214.0,1.401869,,,64065.18,9.71,458.0,45.794392,11.738746,100.0,3400392,5.140186,58.411214,,,,2.336448,,34.112149
464.0,0.0,,,37567.27,7.85,471.0,50.431034,16.666666,83.333333,3402271,5.172413,86.422413,0.646551,,,,,7.75862
44.0,,,,,,,86.3636,,,3617938,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
304.0,16.447368,,,58238.7,10.07,292.0,51.315789,24.137931,100.0,3402209,23.026315,54.276315,5.592105,,0.328947,3.289473,0.657894,12.828947
265.0,1.132075,,,53558.62,7.97,271.0,47.547169,8.823529,91.17647,3402272,4.528301,83.396226,0.754716,,,,,11.320754
459.0,27.88671,,4.46927,111043.68,13.05,,47.930283,5.263157,100.0,3600475,29.629629,62.962962,1.960784,,0.0,2.832244,0.217864,2.396514
596.0,72.315436,,29.5638,98470.54,17.58,,52.181208,7.462686,100.0,3604170,83.389261,5.704697,7.214765,,0.0,0.33557,0.33557,3.020134
284.0,2.816901,,0.0,99998.91,12.62,,47.535211,4.444444,100.0,3603215,8.450704,73.591549,2.816901,,0.0,10.56338,0.0,4.577464
388.0,39.690721,,9.09091,97396.73,9.3,,51.030927,0.0,100.0,3603768,36.597938,38.917525,9.020618,,0.0,6.443298,0.257731,8.762886
394.0,0.0,,,73271.3,8.34,418.0,47.461928,1.996007,100.0,3400774,5.583756,71.319796,1.015228,,0.253807,9.390862,,12.436548
97.0,,,,,,,90.7216,,,3605074,6.66667,73.3333,0.0,20.0,0.0,0.0,0.0,
541.0,1.109057,,,88084.14,10.04,180.67,45.471349,1.851851,100.0,3400375,5.545286,59.519408,0.554528,,0.0,0.924214,0.0,33.456561
426.0,1.173708,,,82943.35,14.37,431.0,46.244131,6.666666,100.0,3406920,4.694835,56.103286,0.704225,,0.234741,3.051643,,35.211267
1341.0,38.627889,,3.60559,83796.06,14.02,462.33,50.93214,6.066734,100.0,3604156,46.234153,36.167039,12.30425,,0.149142,0.969425,0.372856,3.803131
885.0,19.322033,,2.2977,102341.16,16.5,,57.288135,10.861423,100.0,3604180,40.0,23.050847,12.655367,,0.225988,4.745762,0.0,19.322033
1012.0,29.940711,,1.39027,102264.61,10.26,359.0,51.284584,1.904761,100.0,3603770,25.790513,56.818181,6.521739,,0.098814,3.853754,0.0,6.916996
368.0,,,,,,,60.8696,,,3402419,3.188409681159032,91.0144908985509,0.8695649130435087,2.318839768116023,0.5797099420290057,1.7391298260870174,0.28985497101450286,
339.0,81.120943,,2.08333,81940.48,11.56,312.0,46.902654,18.518518,96.296296,3601733,17.404129,0.58997,79.056047,,0.0,0.884955,0.58997,1.474926
414.0,0.724637,,,84518.35,10.78,215.5,50.241545,12.5,90.0,3402029,8.695652,69.323671,1.932367,,0.241545,1.207729,0.241545,18.357487
336.0,0.892857,,,74022.43,12.37,371.0,48.511904,0.0,100.0,3400377,6.25,45.833333,0.595238,,,3.869047,,43.45238
455.0,50.76923,,15.0685,109352.17,17.33,,43.956043,9.398496,100.0,3604171,55.604395,23.076923,12.527472,,0.0,1.538461,0.87912,6.373626
624.0,70.352564,,17.8723,85278.97,18.06,641.0,45.993589,2.816901,100.0,3604165,76.76282,8.01282,11.378205,,0.160256,0.961538,0.641025,2.083333
35.0,,,,,,,77.1429,,,3403776,40.0,34.2857,25.7143,0.0,0.0,0.0,0.0,
377.0,0.795755,,,77621.56,11.56,393.0,50.928381,17.647058,94.117647,3402030,9.018567,67.374005,1.591511,,0.265251,3.183023,0.265251,18.302387
326.0,0.920245,,,84027.4,9.69,339.0,48.773006,11.428571,97.142857,3402031,9.81595,70.245398,0.306748,,,4.907975,,14.723926
330.0,93.333333,,5.35714,92840.71,11.89,698.04,51.515151,3.406813,100.0,3602073,38.484848,2.727272,45.757575,,0.60606,0.60606,6.969696,4.848484
353.0,86.11898,,1.49893,92532.44,7.6,171.0,42.209631,20.0,93.333333,3601738,16.147308,4.815864,78.186968,,0.0,0.849858,0.0,0.0
300.0,77.0,,5.38721,99554.05,8.05,306.0,44.0,15.789473,100.0,3601730,14.0,0.666666,83.333333,,0.0,1.333333,0.0,0.666666
165.0,75.757575,,,,,,44.848484,,,3618234,34.545454,4.848484,51.515151,,1.212121,1.212121,3.636363,3.030303
94.0,,,,,,,,,,3402719,2.22,60.0,8.89,,0.0,11.11,0.0,17.78
256.0,,,,,,,28.125,,,3607355,48.82809755859512,2.734379863281007,46.484397675780116,0.390624980468751,0.0,1.562499921875004,0.0,
383.0,45.169712,,4.2328,79661.84,17.6,,49.869451,18.433179,100.0,3604176,63.185378,11.48825,19.321148,,0.261096,1.566579,0.261096,3.916449
24.0,,,,,,,87.5,,,3607423,27.2727,36.3636,18.1818,9.09091,0.0,9.09091,0.0,
477.0,0.0,,,82521.56,12.27,503.0,49.266247,2.439024,100.0,3400376,5.660377,54.926624,0.838574,,,2.306079,,36.268343
740.0,,,,,,,0.0,,,3606006,27.972993845941357,9.729727859459873,40.81079102162598,2.8378393756753377,0.6756758513513128,17.29729619459484,0.6756758513513128,
211.0,14.218009,,4.75059,115846.92,8.92,,44.549763,8.333333,100.0,3601499,14.691943,82.464454,0.473933,,0.0,0.473933,0.0,1.895734
113.0,,,,,,,47.7876,,,3605101,20.0,65.0,10.0,3.33333,0.0,1.66667,0.0,
360.0,,,,,,,70.8333,,,3604277,7.377049704918012,0.0,79.50819681967214,4.508199819672008,0.8196719672131213,6.967209721311612,0.8196719672131213,
318.0,3.144654,,1.0,117090.05,13.15,,47.798742,4.149377,100.0,3603214,11.320754,76.100628,2.515723,,0.0,5.345911,0.0,4.716981
378.0,,,,,,,52.9101,,,3604425,21.2454,38.8278,26.0073,6.95971,2.1978,2.9304,1.8315,
43.0,,,,,,,93.0233,,,3605776,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
224.0,,,,,,,100.0,,,3604424,33.4821,22.3214,39.7321,4.01786,0.446429,0.0,0.0,
211.0,,,,,,,58.2938,,,3402404,2.38095,58.3333,5.35714,17.2619,0.0,16.6667,0.0,
496.0,7.66129,,,92751.34,9.26,166.0,47.580645,5.576208,100.0,3400537,13.104838,74.395161,1.612903,,0.403225,1.612903,,8.870967
242.0,,,,,,,,,,3402411,4.38,81.02,4.38,,0.0,0.0,0.0,10.22
592.0,73.648648,,1.59236,86822.05,14.86,309.38,46.621621,5.055055,100.0,3602305,18.918918,2.027027,68.581081,,0.844594,2.533783,3.04054,4.054054
316.0,9.810126,,,82860.24,10.3,320.0,49.367088,6.060606,100.0,3400538,18.35443,66.772151,1.265822,,0.316455,2.848101,0.316455,10.126582
296.0,,,,,,,,,,3402800,3.82,68.15,7.64,,0.0,0.0,0.0,20.38
427.0,10.304449,,,44571.9,7.22,209.5,48.477751,10.344827,100.0,3402210,16.627634,74.707259,3.278688,,0.234192,1.639344,0.234192,3.278688
302.0,7.284768,,,71045.61,12.48,,44.37086,8.695652,100.0,3400539,20.529801,60.2649,2.31788,,,5.629139,,11.258278
384.0,7.291666,,,76177.3,11.3,746.0,48.177083,0.0,100.0,3400414,30.208333,48.177083,2.864583,,0.520833,0.520833,0.260416,17.447916
528.0,51.515151,,7.75348,89977.39,15.6,510.0,46.969696,9.054756,100.0,3602080,26.893939,61.174242,6.060606,,0.378787,1.704545,0.946969,2.840909
242.0,18.595041,,2.0,69742.86,11.38,248.0,46.694214,4.761904,100.0,3600645,21.07438,64.876033,3.305785,,0.0,7.024793,0.0,3.719008
257.0,19.844357,,,,,,48.249027,,,3618347,25.680933,66.536964,1.167315,,0.0,0.77821,0.0,5.836575
644.0,65.838509,,1.06952,84428.16,8.38,225.08,47.360248,5.57808,100.0,3602253,20.186335,1.242236,75.155279,,0.155279,1.242236,0.776397,1.242236
306.0,,,,,,,46.4052,,,3402749,3.642379562914453,78.14569062251714,3.642379562914453,13.907298331124199,0.0,0.6622519205297696,0.0,
220.0,,,,,,,56.8182,,,3604388,14.6341,0.609756,81.0976,0.0,0.0,3.65854,0.0,
98.0,,,,,,,83.6735,,,3609432,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
291.0,10.996563,,,61494.88,8.74,297.0,47.42268,8.823529,100.0,3400796,13.745704,73.883161,1.37457,,,2.061855,0.343642,8.591065
514.0,38.910505,,5.13308,96732.84,11.64,,50.583657,4.545454,100.0,3606247,37.937743,40.077821,9.533073,,0.194552,4.474708,0.0,7.782101
442.0,42.533936,,8.39002,105676.39,10.13,,52.262443,2.173913,100.0,3603767,40.271493,42.986425,5.882352,,0.0,3.846153,0.452488,6.561085
536.0,,,,,,,51.8657,,,3608659,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
268.0,1.492537,,,44856.41,9.56,258.0,47.761194,22.222222,100.0,3402211,8.955223,78.358208,0.746268,,1.119402,4.477611,,6.343283
554.0,30.866425,,2.6534,99377.44,13.14,,47.833935,4.651162,100.0,3601681,33.393501,46.750902,8.483754,,0.0,2.707581,0.36101,8.303249
1226.0,3.017944,,,88161.99,10.91,199.0,48.776508,19.012797,93.235831,3401938,5.628058,60.032626,1.549755,,0.163132,2.039151,0.081566,30.505709
412.0,1.941747,,,74091.3,12.69,411.0,45.145631,15.432098,90.74074,3401941,6.553398,49.757281,0.728155,,,7.76699,,35.194174
386.0,5.440414,,,61440.39,10.69,417.0,51.554404,7.692307,100.0,3402212,15.544041,73.834196,1.036269,,,2.84974,,6.735751
649.0,19.876733,,1.67832,106966.83,9.09,172.75,49.614791,3.947368,100.0,3601501,17.719568,75.192604,1.386748,,0.308166,1.540832,0.0,3.85208
497.0,18.91348,,2.49042,108394.63,12.92,245.5,49.698189,5.263157,100.0,3601502,18.712273,75.452716,1.40845,,0.0,0.804828,0.0,3.62173
1013.0,88.252714,,17.6471,80912.52,13.02,564.5,47.581441,10.475311,100.0,3602354,44.61994,3.060217,46.199407,,0.691016,0.493583,2.862783,2.07305
160.0,,,,,,,,,,3408574,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
341.0,88.269794,,7.22892,76864.83,8.66,212.1,45.16129,18.262226,100.0,3613599,35.190615,1.17302,56.01173,,0.58651,0.0,3.812316,3.225806
279.0,84.946236,,4.86111,64782.88,12.2,258.12,44.802867,42.447495,100.0,3613611,31.541218,1.075268,61.648745,,0.358422,0.716845,2.867383,1.792114
300.0,86.0,,9.04523,72774.07,11.02,311.01,50.666666,20.669483,100.0,3618079,34.0,0.333333,62.333333,,0.0,0.0,0.333333,3.0
1033.0,60.890609,,12.0301,78473.26,11.83,257.25,49.177153,11.114942,100.0,3600941,59.051306,27.68635,9.29332,,0.096805,0.968054,0.0,2.904162
527.0,7.400379,,,68390.76,10.93,346.0,49.335863,4.210526,100.0,3400417,23.719165,52.561669,4.364326,,1.138519,0.189753,0.189753,17.836812
162.0,1.851851,,,79597.2,8.4,588.0,51.234567,5.714285,94.285714,3401800,1.851851,68.518518,1.234567,,,11.728395,,16.666666
742.0,43.935309,,7.69231,81947.28,14.44,659.09,47.439353,14.280023,100.0,3602288,52.560646,27.493261,9.299191,,0.269541,2.830188,0.808625,6.738544
521.0,16.890595,,1.30841,99013.4,13.15,,47.024952,0.0,100.0,3600643,25.143953,58.349328,6.333973,,0.0,3.838771,0.191938,6.142034
363.0,73.829201,,6.33609,87152.28,13.01,177.83,52.066115,12.525879,100.0,3613310,30.30303,1.652892,63.085399,,0.275482,1.652892,1.652892,1.37741
388.0,95.618556,,68.3453,79964.07,14.35,175.22,52.061855,20.441595,100.0,3608220,67.525773,10.824742,12.371134,,1.030927,0.257731,0.0,7.98969
359.0,70.473537,,6.4133,79199.93,14.28,134.11,52.367688,7.648924,100.0,3608380,24.791086,3.621169,63.7883,,0.278551,0.557103,3.342618,3.621169
973.0,17.163412,,0.473934,93566.75,13.21,339.0,49.640287,10.38961,100.0,3607772,19.83556,66.803699,5.755395,,0.0,2.877697,0.205549,4.522096
2328.0,26.073883,,1.13043,97923.83,15.44,257.33,49.785223,3.333333,100.0,3601684,26.632302,56.743986,8.548109,,0.042955,1.202749,0.08591,6.743986
385.0,88.311688,,4.47761,83269.32,11.64,371.0,48.571428,14.209535,100.0,3608926,39.740259,3.896103,53.246753,,0.25974,1.818181,0.77922,0.25974
906.0,2.538631,,,79052.16,11.07,307.33,49.779249,11.764705,90.87635,3401942,9.161147,50.772626,1.214128,,,5.077262,,33.774834
262.0,74.045801,,4.33071,83474.59,13.22,129.61,48.473282,14.90837,100.0,3613308,35.496183,1.526717,61.450381,,0.0,0.763358,0.763358,0.0
643.0,88.646967,,8.21326,87632.14,12.23,677.0,50.388802,11.635049,100.0,3602380,35.769828,1.555209,60.342146,,0.311041,0.622083,0.311041,1.088646
545.0,80.550458,,2.55319,49659.67,9.4,545.0,54.12844,18.965517,94.827586,3607713,9.72477,1.834862,84.403669,,0.366972,1.651376,0.733944,1.284403
1660.0,29.879518,,1.85629,95969.78,13.46,336.6,48.855421,4.8,100.0,3601683,29.698795,52.168674,8.433734,,0.0,2.048192,0.240963,7.409638
406.0,87.684729,,2.71605,91318.13,11.88,278.21,47.044334,11.610076,100.0,3602382,45.566502,2.216748,52.216748,,0.0,0.0,0.0,0.0
268.0,16.044776,,2.0,117594.06,15.59,,44.776119,0.0,100.0,3600646,17.164179,71.268656,5.22388,,0.0,3.358208,0.0,2.985074
610.0,11.803278,,,79259.44,11.16,491.2,52.131147,0.0,100.0,3400415,29.508196,46.721311,4.918032,,0.819672,0.163934,0.491803,17.377049
3.0,,,,,,,0.0,,,3605073,0.0,66.6667,0.0,0.0,0.0,33.3333,0.0,
644.0,90.52795,,6.20592,90668.36,14.64,705.0,44.565217,2.595514,100.0,3602091,30.434782,1.552795,61.335403,,1.552795,1.708074,1.708074,1.708074
227.0,,,,,,,50.6608,,,3604478,22.2222,0.0,74.269,2.33918,0.0,1.16959,0.0,
298.0,,,,,,,68.7919,,,3604386,1.88679,0.0,98.1132,0.0,0.0,0.0,0.0,
142.0,,,,,,,94.3662,,,3403823,16.6667,83.3333,0.0,0.0,0.0,0.0,0.0,
234.0,60.68376,,,48065.77,14.9,,48.717948,70.0,80.0,3618368,25.641025,0.42735,70.08547,,0.0,0.0,0.42735,3.418803
105.0,67.619047,,,,,,61.904761,,,3618369,20.0,0.0,70.47619,,0.0,1.904761,0.0,7.619047
393.0,1.526717,,,76837.07,12.7,395.0,53.435114,21.221864,91.639871,3401940,8.905852,38.167938,0.508905,,,5.343511,,47.073791
802.0,8.603491,,,98012.47,11.84,201.25,52.493765,5.882352,100.0,3400413,25.685785,56.109725,2.743142,,2.1197,0.249376,0.498753,12.593516
1152.0,,,,,,,48.6111,,,3605037,6.69014,66.5493,4.92958,9.59507,0.0,12.2359,0.0,
1450.0,,,,,,,58.6207,,,3604389,28.7586,37.3793,29.5172,3.51724,0.62069,0.0,0.206897,
231.0,4.329004,,,71279.52,10.79,,52.380952,5.291005,100.0,3401074,8.225108,67.965367,0.4329,,,3.463203,1.298701,18.614718
329.0,5.775075,,,50709.78,10.96,296.0,55.6231,7.407407,100.0,3402213,12.462006,79.939209,0.607902,,,1.215805,,5.775075
268.0,,,,,,,59.7015,,,3402438,20.94018743588754,34.61537923077247,17.093989743606155,20.94018743588754,0.0,6.4102561538463085,0.0,
422.0,80.56872,,3.16742,77892.58,14.73,,51.895734,10.914985,100.0,3613307,24.170616,1.658767,69.668246,,0.236966,1.184834,0.7109,2.369668
269.0,,,,,,,53.5316,,,3604314,16.744198325580165,32.55809674419032,39.069796093020386,9.30232906976709,0.0,2.3255797674420227,0.0,
1772.0,,,,,,,59.4244,,,3605061,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
209.0,20.095693,,,,,,44.976076,,,3618346,19.138755,76.555023,0.956937,,0.478468,0.956937,0.0,1.913875
141.0,,,,,,,84.3972,,,3617910,19.51219609756078,2.4390195121960976,78.04878439024311,0.0,0.0,0.0,0.0,
68.0,,,,,,,55.8824,,,3617907,1.47059,0.0,98.5294,0.0,0.0,0.0,0.0,
910.0,,,,,,,,,,3402431,3.2996700329967004,91.31086891310869,4.399560043995601,,0.0,0.0,0.0,0.9899010098990102
414.0,77.05314,,4.11523,80577.56,10.25,434.0,44.927536,7.158043,100.0,3601794,29.468599,6.038647,59.903381,,1.449275,0.966183,0.241545,1.932367
557.0,83.84201,,7.81841,,,,17.235188,,,3607855,48.6535,6.283662,41.651705,,0.179533,0.179533,0.718132,2.333931
211.0,14.691943,,9.18164,165995.65,8.16,,47.393364,3.174603,100.0,3601500,18.957345,70.14218,2.369668,,0.0,0.473933,0.0,8.056872
64.0,,,,,,,0.0,,,3607482,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
263.0,25.095057,,,60318.67,14.53,520.0,52.471482,11.173184,88.826815,3400111,47.528517,17.490494,6.463878,,0.380228,3.422053,,24.714828
1791.0,,,,,,,49.5812,,,3605333,3.3608499227004516,62.61789855978833,5.483489873879733,17.98349958637951,0.05896229864386713,10.495299758608105,0.0,
104.0,,,,,,,94.2308,,,3404005,0.0,31.5789,10.5263,57.8947,0.0,0.0,0.0,
139.0,,,,,,,64.0288,,,3605600,0.0,0.0,100.0,0.0,0.0,0.0,0.0,
150.0,14.666666,,,67358.84,9.47,900.0,46.666666,15.789473,100.0,3400416,28.0,44.666666,8.0,,0.666666,,1.333333,17.333333
484.0,16.528925,,,65005.84,13.48,480.0,47.520661,8.426966,91.573033,3401308,23.553719,51.652892,4.545454,,4.545454,1.652892,,14.049586
406.0,79.064039,,,,,,21.428571,,,3618348,51.477832,5.418719,39.655172,,0.246305,0.0,0.738916,2.463054
895.0,79.106145,,1.83486,81806.86,12.22,426.57,46.033519,18.262313,100.0,3601988,27.486033,3.68715,60.223463,,0.893854,1.117318,2.4581,4.134078
816.0,81.495098,,4.07911,83106.86,13.59,411.0,47.42647,12.965106,100.0,3602282,24.632352,2.328431,70.710784,,0.122549,0.122549,0.857843,1.22549
273.0,92.307692,,11.1111,79028.45,14.07,238.94,75.091575,5.211047,100.0,3607707,77.655677,1.098901,19.413919,,0.7326,0.3663,0.0,0.7326
427.0,91.569086,,17.7215,80431.59,8.71,162.6,47.775175,14.618736,100.0,3608927,37.704918,1.405152,58.548009,,0.0,0.234192,0.936768,1.17096
724.0,62.845303,,8.71429,99812.49,10.56,240.67,46.961325,1.461988,100.0,3600944,58.563535,28.176795,9.116022,,0.552486,1.104972,0.0,2.486187
557.0,87.791741,,4.28016,66090.08,13.94,251.0,46.140035,11.11111111111111,100.0,3608217,34.64991,1.795332,57.809694,,1.077199,0.179533,1.615798,2.872531
377.0,45.623342,,22.8632,87776.29,12.46,,51.724137,0.0,100.0,3600940,65.251989,19.363395,8.222811,,0.0,3.183023,0.0,3.978779
297.0,70.03367,,3.69393,91131.37,16.15,145.58,55.555555,11.300309,100.0,3608373,32.323232,4.040404,52.188552,,0.6734,3.367003,2.020202,5.387205
2066.0,71.829622,,5.28846,82250.09,15.15,189.12,42.15876,13.554057,100.0,3601969,41.43272,2.758954,50.048402,,0.484027,0.968054,1.597289,2.710551
1059.0,9.820585,,,61471.28,10.21,531.0,49.57507,17.307692,100.0,3402208,14.069877,74.315391,3.682719,,0.094428,1.038715,0.094428,6.704438
117.0,,,,,,,,,,3403965,11.76,76.47,5.88,,0.0,0.0,0.0,5.88
1020.0,68.039215,,1.37143,84021.14,14.2,298.77,53.039215,11.90022,100.0,3602576,24.215686,2.941176,67.058823,,0.0,1.078431,1.568627,3.137254
254.0,,,,,,,58.2677,,,3402344,2.8168989577473855,63.84977637558274,0.9389666525823385,9.389666525823385,11.267595830989542,11.737095657274606,0.0,
622.0,61.41479,,2.2792,88909.53,13.87,646.0,49.356913,8.585533,100.0,3602511,24.115755,3.697749,57.234726,,0.321543,0.643086,0.803858,13.183279
285.0,,,,,,,,,,3408513,3.8996100389961,40.25597440255974,0.0,,0.0,42.85571442855714,0.0,12.98870112988701
