enrollment,percent-reduced-lunch,percent-disadvantaged,percent-limited-english,average-salary,student-teacher-ratio,student-counselor-ratio,percentage-female,teachers-experience,percentage-certified,Universal_ID,Hispanic,White,African American,Asian,Native Hawaiian or Other Pacific Islander,Two or more races,Native American,Asian or Pacific Islander
15.0,,,,,,,,,,3408604,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
53.0,,,,,,,56.6038,,,3404423,2.7027,0.0,94.5946,2.7027,0.0,0.0,0.0,
90.0,100.0,,,,,,36.666666,,,3618370,54.444444,2.222222,38.888888,,0.0,0.0,0.0,4.444444
413.0,87.16707,,36.8421,92716.4,10.69,469.0,49.152542,6.744133,100.0,3602341,93.7046,4.358353,1.210653,,0.0,0.726392,0.0,0.0
280.0,,,,,,,53.5714,,,3604383,41.588783364486645,33.64488654204538,3.7383185046725975,2.8037388785044484,0.4672898130840747,17.289693084122764,0.4672898130840747,
439.0,,,,,,,68.1093,,,3604375,22.14528848444999,60.899668332172475,5.190307301040204,11.072694242198994,0.0,0.6920416401383472,0.0,
1767.0,2.037351,,,93065.5,13.6,217.63,50.481041,9.375,100.0,3401731,10.24335,66.157328,1.188455,,,4.810413,,17.600452
182.0,,,,,,,44.5055,,,3605102,40.0,2.22222,50.0,2.77778,3.33333,1.66667,0.0,
713.0,95.792426,,18.3473,83325.39,12.18,710.0,49.368863,18.442271,100.0,3602178,77.980364,3.506311,16.549789,,0.140252,0.561009,0.280504,0.981767
1572.0,72.519083,,6.58436,84517.02,13.37,823.0,48.791348,5.619163,100.0,3602264,62.849872,22.328244,5.025445,,0.381679,0.826972,0.445292,8.142493
5.0,,,,,,,100.0,,,3404408,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
20.0,,,,,,,0.0,,,3404590,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
45.0,,,,,,,33.3333,,,3408605,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
490.0,88.77551,,31.7719,78079.98,12.24,155.3,49.387755,34.168624,100.0,3606291,80.0,0.816326,16.32653,,1.224489,0.204081,0.204081,1.224489
847.0,,,,,,,,,,3402771,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
1033.0,91.287512,,20.1754,89609.68,12.82,539.71,49.273959,3.550226,100.0,3602358,63.117134,14.908034,10.55179,,0.290416,0.484027,1.25847,9.390125
288.0,,,,,,,69.0972,,,3604384,69.23076538461731,3.8461480769259615,22.11538894230553,1.9230790384604806,0.0,2.8846185576907213,0.0,
260.0,,,,,,,66.9231,,,3604908,0.0,90.0,1.05263,6.84211,0.0,2.10526,0.0,
892.0,90.695067,,26.813,83213.22,12.84,920.0,50.336322,8.37404,100.0,3602132,85.986547,1.121076,9.753363,,0.0,0.112107,2.35426,0.672645
936.0,88.888888,,22.2749,84795.9,12.95,509.5,51.816239,10.316351,100.0,3602635,79.914529,5.555555,11.752136,,0.0,0.213675,0.534188,2.029914
468.0,77.991452,,3.14465,87081.44,12.91,214.08,49.572649,5.971896,100.0,3606949,59.188034,9.615384,26.709401,,0.42735,0.42735,0.42735,3.205128
193.0,5.699481,,,75852.83,10.09,1135.0,48.186528,14.150943,100.0,3403422,18.652849,42.487046,1.036269,,0.518134,1.554404,1.036269,34.715025
61.0,,,,,,,0.0,,,3608888,73.7705,0.0,26.2295,0.0,0.0,0.0,0.0,
916.0,94.650655,,25.9858,83275.36,9.89,953.0,46.50655,13.666078,100.0,3606909,71.069868,0.32751,26.637554,,0.10917,0.21834,0.764192,0.873362
327.0,84.70948,,91.4373,73377.66,12.11,151.82,49.847094,47.063089,100.0,3614193,87.155963,3.975535,6.422018,,0.0,0.0,0.61162,1.834862
413.0,81.355932,,7.69231,74482.17,12.71,183.04,23.244552,34.48062,100.0,3614194,70.460048,1.210653,23.728813,,0.484261,0.484261,0.484261,3.147699
414.0,75.84541,,6.66667,73303.39,11.18,352.07,22.222222,22.131793,100.0,3618099,61.111111,3.381642,27.536231,,0.483091,0.966183,0.966183,5.555555
194.0,,,,,,,47.9381,,,3402432,15.6863,59.4771,7.18954,12.4183,0.0,5.22876,0.0,
155.0,,,,,,,56.7742,,,3604344,51.61289483871052,3.2258096774190324,29.03229709677029,16.12899838710016,0.0,0.0,0.0,
1661.0,64.780252,,10.8864,87795.09,14.19,508.38,47.802528,8.375125,100.0,3602293,47.983142,33.895243,6.92354,,0.421432,0.602046,0.782661,9.391932
740.0,0.54054,,,73756.64,11.55,706.0,46.891891,13.093289,100.0,3401744,11.081081,40.0,2.432432,,,4.054054,,42.432432
902.0,13.082039,,0.0,101723.58,14.48,,48.115299,3.225806,100.0,3603954,10.975609,83.037694,2.993348,,0.0,1.108647,0.0,1.8847
916.0,86.899563,,14.7009,38718.08,14.92,220.0,44.868995,8.474576,67.79661,3613510,92.576419,0.764192,4.912663,,0.0,1.091703,0.21834,0.436681
586.0,91.126279,,33.4963,78672.06,9.11,553.47,45.904436,10.329097,100.0,3613450,85.153583,1.194539,10.750853,,0.170648,0.170648,0.853242,1.706484
345.0,,,,,,,57.971,,,3604263,24.6575,60.9589,10.6164,1.36986,0.342466,2.05479,0.0,
297.0,90.23569,,26.1708,72444.96,10.87,136.27,46.464646,24.43315,100.0,3613306,75.757575,1.683501,18.181818,,0.3367,0.0,2.020202,2.020202
488.0,65.778688,,7.8056,75846.57,12.17,511.0,49.385245,23.809523,100.0,3602967,47.745901,8.606557,34.631147,,0.0,7.172131,0.0,1.844262
40.0,,,,,,,45.0,,,3404577,25.0,67.5,5.0,2.5,0.0,0.0,0.0,
406.0,78.078817,,22.3256,70258.48,13.41,391.09,48.768472,45.806451,100.0,3608326,92.118226,4.433497,1.970443,,0.246305,0.49261,0.0,0.738916
293.0,34.812286,,6.15385,82472.22,13.15,478.69,53.924914,9.4552,100.0,3608327,45.051194,41.296928,3.071672,,0.341296,6.143344,0.341296,3.754266
29.0,,,,,,,89.6552,,,3404028,0.0,75.0,0.0,25.0,0.0,0.0,0.0,
36.0,,,,,,,61.1111,,,3406365,5.55556,83.3333,5.55556,5.55556,0.0,0.0,0.0,
592.0,85.979729,,17.759,85617.17,16.48,565.35,51.351351,2.886002,100.0,3608974,93.581081,2.027027,2.027027,,0.337837,0.168918,0.168918,1.689189
852.0,11.619718,,0.550055,118725.55,10.39,176.6,50.234741,5.882352,100.0,3603595,9.389671,82.276995,0.352112,,0.11737,2.230046,0.352112,5.28169
61.0,,,,,,,55.7377,,,3403093,9.83607,75.4098,1.63934,6.55738,1.63934,4.91803,0.0,
104.0,,,,,,,88.4615,,,3403144,3.125,68.75,3.125,18.75,0.0,6.25,0.0,
387.0,36.17571,,8.39002,81167.94,10.83,406.0,49.095607,0.0,100.0,3603195,25.581395,66.408268,4.134366,,0.0,1.808785,0.0,2.067183
177.0,92.655367,,19.797,82414.44,10.12,287.14,49.152542,20.382486,100.0,3613289,89.830508,1.129943,8.474576,,0.0,0.0,0.564971,0.0
403.0,91.066997,,8.04598,,,,44.168734,,,3618169,84.367245,1.488833,11.910669,,0.0,0.992555,0.744416,0.496277
255.0,96.862745,,30.7851,99083.35,11.2,,48.62745,0.0,100.0,3602894,95.294117,0.392156,3.529411,,0.0,0.0,0.784313,0.0
228.0,92.543859,,27.3764,94493.63,12.33,207.0,48.68421,0.0,100.0,3602871,83.771929,0.877192,12.280701,,1.315789,0.0,0.877192,0.877192
498.0,40.963855,,5.01792,98554.43,11.83,,49.598393,0.0,100.0,3601685,39.558232,47.791164,6.626506,,0.0,2.008032,0.0,4.016064
279.0,93.90681,,27.6265,69925.08,9.73,272.0,53.405017,27.127659,100.0,3601836,79.569892,0.358422,19.354838,,0.0,0.358422,0.0,0.358422
26.0,,,,,,,26.9231,,,3404612,4.16667,75.0,0.0,8.33333,0.0,12.5,0.0,
195.0,86.666666,,28.4264,88866.48,13.31,180.37,58.461538,7.034482,100.0,3602877,85.128205,1.538461,12.307692,,0.0,0.51282,0.51282,0.0
588.0,9.353741,,,72248.29,11.54,242.8,46.428571,5.703422,100.0,3401493,14.965986,50.85034,1.190476,,,1.190476,0.170068,31.632653
830.0,91.807228,,28.4698,82504.79,11.93,851.0,51.204819,13.00813,100.0,3602049,80.361445,0.963855,15.421686,,0.120481,0.120481,1.204819,1.807228
315.0,,,,,,,50.1587,,,3404325,20.3571,45.0,5.35714,17.8571,0.357143,11.0714,0.0,
366.0,,,,,,,61.7486,,,3605427,73.0263,0.657895,26.3158,0.0,0.0,0.0,0.0,
344.0,41.569767,,,84340.13,10.47,335.0,47.093023,9.375,100.0,3401937,45.058139,14.244186,30.232558,,,2.034883,0.581395,7.848837
191.0,92.146596,,,,,,52.35602,,,3618367,64.397905,0.52356,32.984293,,1.04712,0.0,0.52356,0.52356
54.0,,,,,,,96.2963,,,3403881,11.1111,66.6667,0.0,0.0,0.0,22.2222,0.0,
598.0,99.832775,,21.7949,84286.16,13.76,638.0,49.163879,4.549374,100.0,3601886,91.471571,0.334448,7.525083,,0.0,0.0,0.0,0.668896
475.0,77.894736,,5.71429,93839.71,13.72,432.43,55.157894,2.858776,100.0,3601918,85.894736,0.0,11.578947,,0.210526,0.631578,0.421052,1.263157
328.0,0.0,,,65381.4,8.15,668.0,50.609756,9.756097,100.0,3400546,5.792682,34.451219,3.658536,,0.304878,1.829268,,53.963414
70.0,,,,,,,0.0,,,3403228,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
3284.0,,,,,,,58.1303,,,3613173,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
1763.0,,,,,,,100.0,,,3605752,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
646.0,95.510835,,35.0736,81328.41,12.1,363.0,50.773993,13.637879,100.0,3606910,77.554179,1.857585,15.015479,,0.0,0.619195,1.393188,3.560371
762.0,96.71916,,16.2874,78902.69,12.1,409.5,53.543307,19.332447,100.0,3602127,77.821522,2.493438,17.979002,,0.262467,0.131233,0.787401,0.524934
398.0,7.286432,,,62021.11,8.19,222.0,48.743718,12.915129,100.0,3401177,13.316582,81.407035,0.502512,,,0.251256,,4.522613
603.0,11.276948,,0.0,115230.43,9.05,206.33,49.253731,4.385964,100.0,3603594,10.613598,79.436152,0.497512,,0.165837,3.648424,0.165837,5.472636
652.0,77.91411,,5.16351,84515.36,13.99,460.87,46.779141,0.0,100.0,3613460,63.343558,17.484662,11.656441,,0.0,0.613496,0.153374,6.748466
325.0,64.923076,,7.71605,98592.47,14.17,326.0,59.384615,8.695652,86.956521,3608912,57.846153,3.384615,31.384615,,0.615384,0.923076,1.230769,4.615384
988.0,79.251012,,25.2976,83724.47,11.6,986.0,49.291497,15.294117,97.647058,3602972,60.526315,11.133603,21.153846,,0.0,4.453441,0.303643,2.429149
217.0,,,,,,,65.8986,,,3604346,73.4807,1.10497,22.0994,0.0,0.0,3.31492,0.0,
271.0,,,,,,,46.4945,,,3604232,13.0081,58.1301,11.3821,5.69106,0.0,11.7886,0.0,
549.0,79.417122,,5.19685,82325.05,12.97,298.04,65.938069,21.37828,100.0,3608365,71.038251,1.639344,24.225865,,0.0,0.728597,0.182149,2.185792
470.0,90.851063,,36.6337,81197.38,10.12,360.54,46.80851,20.011456,100.0,3606295,73.617021,1.063829,22.978723,,0.851063,0.0,0.638297,0.851063
234.0,77.777777,,,49843.84,19.44,,52.136752,66.666666,11.111111,3618237,41.025641,0.42735,29.059829,,0.0,0.42735,0.0,29.059829
511.0,98.043052,,16.33,88969.42,10.62,500.0,45.988258,7.520325,100.0,3606908,65.753424,1.369863,31.311154,,0.0,0.0,0.782778,0.782778
541.0,47.134935,,,81269.28,9.34,271.0,50.092421,29.310344,100.0,3401932,35.30499,11.460258,41.219963,,0.554528,1.848428,0.739371,8.872458
439.0,96.583143,,15.669,93490.63,11.49,244.0,48.291571,2.353494,100.0,3601792,64.920273,0.911161,33.029612,,0.0,0.22779,0.22779,0.683371
291.0,,,,,,,56.0137,,,3604404,85.9459,1.62162,1.62162,0.540541,0.0,10.2703,0.0,
403.0,,,,,,,100.0,,,3604390,67.7419,0.992556,19.8511,1.48883,0.744417,8.18859,0.992556,
341.0,68.03519,,15.0838,79575.93,13.13,354.72,38.709677,14.984282,100.0,3618127,56.304985,8.211143,28.445747,,0.58651,0.58651,1.17302,4.692082
547.0,79.341864,,6.65025,73098.03,15.21,256.96,45.338208,36.738261,100.0,3614181,56.307129,11.151736,24.497257,,0.548446,1.279707,0.731261,5.48446
461.0,72.885032,,14.4186,72788.24,12.74,108.12,47.722342,30.945872,100.0,3618121,60.954446,7.158351,21.258134,,0.433839,2.603036,2.169197,5.422993
782.0,77.109974,,9.69491,76172.29,11.85,181.67,39.386189,5.434782608695652,100.0,3608353,46.803069,9.079283,27.621483,,0.767263,0.639386,1.406649,13.682864
470.0,71.276595,,3.53982,74978.08,14.03,229.7,59.574468,34.52237,100.0,3608350,63.617021,6.595744,24.468085,,0.212765,1.063829,0.638297,3.404255
424.0,80.424528,,14.0,74736.2,11.5,482.14,41.273584,17.546848,100.0,3618101,63.207547,5.424528,22.877358,,0.707547,0.471698,2.594339,4.716981
1637.0,20.342089,,4.51904,110043.77,12.08,200.88,49.358582,3.007518,100.0,3603308,20.219914,64.386072,2.382406,,0.061087,1.038485,0.122174,11.789859
208.0,85.096153,,5.38462,74128.72,13.64,,47.115384,19.736015,100.0,3601791,64.903846,1.442307,31.25,,0.0,0.0,0.480769,1.923076
115.0,100.0,,,41172.444444444445,8.67,78.0,54.7826,44.44444444444444,77.77777777777779,3614251,47.82609999999999,8.695699999999999,36.521699999999996,0.8695999999999999,1.7390999999999999,4.347799999999999,0.0,
281.0,95.729537,,26.4085,86895.25,13.23,273.0,52.669039,4.94186,100.0,3613302,76.512455,0.0,22.419928,,0.355871,0.0,0.711743,0.0
599.0,97.996661,,29.8561,78637.22,12.03,564.15,46.744574,14.889336,100.0,3613303,86.310517,1.502504,11.519198,,0.166944,0.0,0.0,0.500834
457.0,94.967177,,31.3152,73685.87,10.43,230.0,50.109409,16.258503,100.0,3613304,85.12035,1.094091,11.159737,,0.218818,0.0,0.875273,1.531728
878.0,,,,,,,50.4556,,,3604233,62.01548573643827,1.0335897622743546,28.03619355167548,2.713179375968743,0.3875969108527105,5.297158781653479,0.5167958811369473,
111.0,,,,,,,32.4324,,,3404059,11.7117,73.8739,11.7117,2.7027,0.0,0.0,0.0,
1040.0,94.807692,,28.3996,82723.79,13.52,273.5,46.538461,14.963548,100.0,3601795,79.615384,0.288461,16.153846,,0.096153,0.384615,0.480769,2.980769
183.0,,,,,,,28.9617,,,3402898,18.0328,62.8415,16.3934,2.73224,0.0,0.0,0.0,
311.0,,,,,,,100.0,,,3607550,72.0257,2.89389,15.4341,3.21543,0.0,4.82315,1.60772,
286.0,,,,,,,0.0,,,3604978,3.496499650350035,67.48249325175067,5.244759475524052,22.027997797200218,0.0,1.7482498251750176,0.0,
216.0,89.351851,,,,,,49.074074,,,3618295,62.037037,13.888888,12.037037,,0.0,0.925925,1.851851,9.259259
1520.0,,,,,,,,,,3402430,25.46,41.58,10.46,,0.2,11.18,0.07,11.05
322.0,97.515527,,11.7117,88997.68,13.93,348.0,55.900621,5.762304,100.0,3606907,71.118012,0.310559,28.571428,,0.0,0.0,0.0,0.0
1265.0,6.403162,,,75123.21,10.27,166.57,48.853754,5.286343,100.0,3401491,10.671936,58.181818,1.73913,,0.079051,0.632411,0.079051,28.6166
471.0,98.089171,,33.2149,78481.45,10.41,481.0,49.469214,22.938757,100.0,3602537,61.146496,1.273885,36.093418,,0.0,0.0,0.636942,0.849256
579.0,67.357512,,4.44811,88959.24,13.92,547.0,48.704663,5.190839,100.0,3602066,67.012089,20.034542,6.044905,,0.690846,1.727115,0.690846,3.799654
556.0,91.366906,,48.4104,90180.79,11.47,305.64,51.798561,10.240615,100.0,3601799,91.906474,0.359712,6.115107,,0.0,0.89928,0.179856,0.539568
214.0,89.252336,,8.51852,76028.78,15.31,224.0,54.205607,56.049213,100.0,3608382,60.280373,0.0,35.046728,,0.0,0.934579,0.934579,2.803738
562.0,91.103202,,11.8738,78263.82,11.03,507.0,47.864768,25.97346,100.0,3602221,68.861209,2.313167,24.377224,,0.177935,0.177935,2.846975,1.245551
843.0,,,,,,,53.2622,,,3402829,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
559.0,91.413237,,32.8808,95542.11,11.9,572.0,46.153846,10.778193,100.0,3602504,94.991055,1.431127,2.325581,,0.17889,0.715563,0.357781,0.0
151.0,14.569536,,,74041.08,22.5,90.0,43.708609,25.0,100.0,3408866,29.801324,53.642384,7.284768,,,,,9.271523
388.0,94.84536,,50.0,78701.61,10.63,223.74,43.556701,27.434233,100.0,3608189,93.556701,1.288659,4.123711,,0.0,0.257731,0.0,0.773195
611.0,80.851063,,5.26316,81824.47,14.75,197.7,54.500818,15.513009,100.0,3608191,91.489361,2.618657,3.927986,,0.327332,0.327332,0.327332,0.981996
173.0,93.6416,,50.0,78134.24,8.94,175.0,41.6185,26.826775,100.0,3601793,94.2197,0.578,4.0462,0.578,0.0,0.578,0.0,
274.0,,,,,,,54.7445,,,3604253,74.45258510948298,3.2846693430661316,10.218997956200408,10.583897883220423,1.4598497080300583,0.0,0.0,
450.0,95.777777,,24.0704,80816.12,14.51,221.3,50.0,20.947176,100.0,3602940,77.111111,0.0,21.777777,,0.0,0.0,0.666666,0.444444
4845.0,,,,,,,100.0,,,3605869,2.0023,97.9977,0.0,0.0,0.0,0.0,0.0,
536.0,95.149253,,28.1726,77581.89,11.08,220.9,46.082089,48.93136,100.0,3606294,85.447761,0.373134,12.873134,,0.746268,0.0,0.186567,0.373134
288.0,93.055555,,20.3252,75468.06,5.85,178.5,45.486111,27.86885245901639,100.0,3606296,80.555555,0.347222,17.708333,,0.347222,0.0,0.347222,0.694444
440.0,1.818181,,,73086.06,12.63,,46.136363,5.714285,100.0,3401735,8.181818,65.454545,1.818181,,,9.545454,,15.0
1107.0,89.521228,,12.111,79590.41,12.76,578.33,50.858175,23.252527,100.0,3602400,60.614272,2.258355,20.144534,,1.355013,0.180668,1.08401,14.363143
349.0,13.467048,,2.72953,108197.03,8.92,,46.418338,5.128205,100.0,3603592,16.332378,68.481375,0.573065,,0.0,4.87106,0.286532,9.455587
285.0,67.017543,,18.5185,86649.0,8.71,,48.421052,15.120787,100.0,3606472,80.350877,15.087719,2.105263,,0.0,1.403508,0.0,1.052631
419.0,0.954653,,,71834.53,12.0,,46.300715,8.823529,100.0,3401734,9.546539,51.551312,0.477326,,,6.20525,,32.21957
207.0,90.821256,,6.5,91165.06,14.55,191.2,52.173913,0.0,100.0,3608924,60.386473,0.0,9.661835,,0.0,0.0,29.95169,0.0
422.0,67.535545,,,151405.9442857143,18.43,,59.952606,14.285714285714285,85.71428571428571,3618235,73.459715,0.0,20.14218,,0.0,0.0,6.161137,0.236966
44.0,,,,,,,,,,3403901,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
709.0,1.833568,,,94035.82,13.42,237.0,45.557122,1.886792,100.0,3401733,8.74471,67.418899,1.128349,,0.282087,7.475317,,14.950634
387.0,76.485788,,18.9573,73688.25,11.8,196.62,49.354005,39.559164,100.0,3614198,64.341085,2.067183,14.211886,,0.775193,0.516795,1.033591,17.054263
845.0,73.72781,,17.4757,76575.3,13.84,268.67,49.112426,22.317596,100.0,3602427,40.473372,2.60355,22.366863,,1.301775,0.591715,2.24852,30.414201
300.0,53.333333,,24.1294,111268.85,12.35,,47.333333,10.423452,100.0,3601213,53.0,34.333333,7.333333,,0.333333,3.0,0.333333,1.666666
191.0,6.806282,,,74526.97,9.75,,54.450261,5.050505,100.0,3401078,8.900523,70.680628,0.52356,,,8.376963,,11.518324
543.0,90.055248,,20.4668,71838.67,12.61,512.0,44.383057,14.78,100.0,3602435,70.718232,1.84162,23.204419,,0.368324,0.184162,0.92081,2.76243
388.0,90.721649,,8.93372,69052.51,13.33,354.63,46.907216,33.054975,100.0,3608383,70.618556,0.257731,25.773195,,0.0,0.257731,1.030927,2.061855
602.0,90.863787,,14.7239,88421.84,12.13,533.91,51.495016,1.996047,100.0,3608228,63.787375,1.16279,34.053156,,0.166112,0.0,0.498338,0.332225
239.0,,,,,,,63.1799,,,3406967,7.462683283585045,66.666640000024,14.925386567152088,10.945290149238865,0.0,0.0,0.0,
153.0,91.503267,,,,,,47.712418,,,3618371,69.281045,3.267973,27.45098,,0.0,0.0,0.0,0.0
423.0,94.0898,,19.7505,85995.49,9.84,421.0,50.1182,14.162187,100.0,3602317,74.2317,2.3641,20.8038,1.4184,0.2364,0.0,0.9456,
461.0,,,,,,,50.7592,,,3404591,0.265252,99.7347,0.0,0.0,0.0,0.0,0.0,
249.0,4.819277,,,58511.64,9.1,,42.168674,18.726591,100.0,3407141,14.859437,77.51004,0.401606,,,6.425702,,0.803212
91.0,,,,,,,96.7033,,,3407011,20.0,60.0,10.0,0.0,0.0,10.0,0.0,
608.0,,,,,,,0.0,,,3604258,65.9539,4.11184,22.0395,4.44079,0.0,3.45395,0.0,
28.0,,,,,,,,,,3408508,0.0,100.0,0.0,,0.0,0.0,0.0,0.0
1106.0,75.045207,,13.719,89426.43,14.47,1100.0,47.10669,5.301236,100.0,3602361,33.725135,3.52622,23.960216,,0.542495,0.452079,1.627486,36.166365
294.0,,,,,,,46.5986,,,3604342,62.9344,0.0,35.5212,0.0,0.0,1.5444,0.0,
845.0,86.035502,,20.4167,124706.2,12.51,713.0,48.16568,0.0,78.947368,3613404,94.437869,1.065088,4.142011,,0.0,0.236686,0.0,0.118343
421.0,95.961995,,44.0882,82690.49,14.62,168.86,39.192399,24.635383,100.0,3606269,89.548693,2.137767,7.12589,,0.0,0.712589,0.237529,0.237529
384.0,95.052083,,34.0122,93081.48,15.21,170.71,44.010416,11.926947,100.0,3606270,86.979166,1.302083,9.895833,,0.0,0.78125,0.260416,0.78125
476.0,89.705882,,27.9104,92030.96,13.79,245.05,49.789915,8.240365,100.0,3606271,83.193277,1.890756,14.07563,,0.0,0.0,0.210084,0.630252
402.0,98.00995,,31.129,86756.0,11.13,152.3,50.746268,7.958643,100.0,3606272,80.845771,1.243781,14.925373,,0.248756,0.995024,0.0,1.741293
479.0,21.711899,,4.49898,142403.27,9.59,,46.555323,2.040816,100.0,3603172,22.546972,65.553235,3.131524,,0.0,4.175365,0.417536,4.175365
486.0,98.765432,,6.13497,68852.88,11.98,,46.91358,38.354316,100.0,3602250,72.839506,0.617283,25.10288,,0.205761,0.205761,1.028806,0.0
1180.0,33.305084,,,85669.56,9.52,203.17,47.372881,13.28125,100.0,3401931,35.847457,11.610169,37.966101,,0.084745,2.288135,0.59322,11.610169
437.0,84.897025,,20.1018,74577.57,10.85,136.33,44.622425,17.820206,100.0,3608366,71.853546,0.228832,26.315789,,0.457665,0.228832,0.0,0.915331
660.0,88.030303,,17.1315,84811.49,12.42,692.0,52.272727,7.289048,100.0,3601887,72.272727,0.757575,25.454545,,0.0,0.0,0.151515,1.363636
267.0,3.370786,,,52172.71,6.31,253.0,47.191011,22.44389,100.0,3401178,13.857677,80.149812,0.749063,,0.374531,2.621722,0.374531,1.872659
502.0,84.2629,,8.94454,67515.93,10.08,203.43,47.6096,48.213526,100.0,3613311,68.9243,2.1912,24.9004,2.5896,0.5976,0.3984,0.3984,
331.0,53.0,,8.0,,,,43.8066,,,3606850,37.0,10.0,47.0,,,0.0,0.0,5.0
459.0,88.453159,,3.27869,85964.65,14.65,229.44,33.115468,12.231503,100.0,3601891,39.869281,1.307189,56.427015,,0.0,1.525054,0.435729,0.435729
1294.0,79.057187,,16.1477,85505.3,14.32,631.43,49.536321,7.538611,100.0,3607710,48.531684,4.714064,6.18238,,2.93663,0.463678,2.318392,34.853168
3263.0,59.883542,,6.6278,92372.2,12.47,247.46,48.053938,7.751937,100.0,3602969,48.697517,20.502604,26.4787,,0.091939,1.287159,0.398406,2.543671
334.0,,,,,,,54.1916,,,3604477,71.9723,0.0,21.7993,4.49827,0.0,1.7301,0.0,
311.0,0.96463,,,54830.13,11.75,329.0,50.803858,10.714285,100.0,3402281,6.752411,85.85209,0.321543,,,2.89389,,4.180064
718.0,94.150417,,33.2884,85759.21,11.49,344.5,42.896935,6.524166,100.0,3602110,77.437325,0.835654,20.752089,,0.139275,0.278551,0.0,0.557103
440.0,6.590909,,1.0,94457.98,9.02,,44.090909,6.122448,100.0,3603593,11.136363,78.40909,0.0,,0.0,3.636363,0.0,6.818181
502.0,67.729083,,15.9091,72145.43,15.59,,49.601593,71.875,71.42857142857143,3618218,80.876494,4.183266,11.752988,,0.199203,0.796812,0.199203,1.992031
219.0,1.369863,,1.0,124436.3,12.29,,53.424657,11.325028,100.0,3600592,5.479452,85.844748,0.913242,,0.0,4.56621,0.0,3.196347
713.0,97.475455,,16.6,73704.69,11.82,772.82,47.685834,25.319275,100.0,3618118,58.345021,0.981767,39.270687,,0.0,0.140252,1.262272,0.0
239.0,93.723849,,16.4659,82596.63,8.29,246.0,47.698744,13.418745,100.0,3602679,60.251046,0.0,37.656903,,0.41841,0.41841,1.25523,0.0
419.0,,,,,,,51.79,,,3605159,0.826446,85.6749,4.95868,7.98898,0.0,0.550964,0.0,
798.0,,,,,,,54.2607,,,3407018,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
793.0,64.438839,,22.9987,121342.63,16.71,819.0,49.558638,18.367346,100.0,3602965,68.600252,5.548549,18.789407,,0.0,5.296343,0.252206,1.51324
420.0,93.809523,,22.7273,82882.12,13.95,430.0,49.761904,9.896171,100.0,3614201,62.142857,2.142857,24.285714,,0.95238,0.47619,1.666666,8.333333
424.0,92.924528,,19.1837,91081.16,12.34,233.17,49.056603,5.239717,100.0,3602224,72.641509,1.650943,24.292452,,0.235849,0.471698,0.0,0.707547
485.0,95.463917,,23.6,77818.63,12.32,501.0,47.628865,17.576204,100.0,3614200,57.113402,2.061855,23.298969,,0.412371,1.237113,2.061855,13.814432
586.0,76.279863,,11.0714,46321.85,9.24,,52.21843,26.086956,54.347826,3614203,52.389078,1.535836,42.832764,,0.341296,0.682593,1.365187,0.853242
255.0,94.509803,,14.8936,68038.06,10.22,261.22,43.921568,48.442492,100.0,3606475,64.705882,0.784313,32.941176,,0.0,0.392156,0.392156,0.784313
573.0,91.273996,,25.3589,83938.05,12.37,601.0,52.879581,25.185185,100.0,3602649,85.165794,0.69808,13.089005,,0.0,0.69808,0.17452,0.17452
70.0,,,,,,,0.0,,,3605586,0.0,100.0,0.0,0.0,0.0,0.0,0.0,
333.0,48.048048,,,82442.32,10.94,339.0,48.348348,25.806451,100.0,3401936,41.441441,9.909909,32.732732,,0.9009,1.801801,1.201201,12.012012
532.0,77.819548,,3.41463,79856.46,13.53,224.12,0.0,25.317796,100.0,3608361,41.729323,0.939849,54.511278,,0.0,0.939849,1.503759,0.375939
543.0,83.9779,,4.90566,72941.24,12.29,224.64,100.0,26.751255,100.0,3614188,60.405156,1.84162,32.412523,,0.184162,1.289134,1.104972,2.76243
487.0,95.071868,,37.8641,73674.47,8.31,272.87,46.201232,7.841866,100.0,3606962,78.644763,1.232032,18.685831,,0.616016,0.0,0.410677,0.410677
332.0,95.481927,,8.71795,88895.71,9.38,,50.301204,7.025459,100.0,3602691,73.493975,0.903614,24.698795,,0.0,0.0,0.602409,0.301204
613.0,90.212071,,24.5098,76470.41,12.12,771.0,48.12398,5.502567,100.0,3602374,80.261011,0.652528,18.923327,,0.0,0.0,0.163132,0.0
634.0,83.911671,,8.29103,85310.08,14.22,629.0,51.577287,4.588607,100.0,3602946,70.031545,0.630914,27.760252,,0.157728,0.315457,0.0,1.1041
533.0,97.93621,,10.2773,85856.75,11.35,596.0,49.343339,6.503541,100.0,3602043,74.296435,0.938086,23.452157,,0.187617,0.375234,0.187617,0.562851
